Country	Countrycode3	Countrycode2	Year	POP	Incomegroup	Mean	Median	Gini	Source	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	Q1	Q2	Q3	Q4	Q5	P5	P95	Revision	Quality	Source_Comments	Region	Currency	Reference_period	Welfaredefn	IncSharU	UofAnala	Equivsc	AreaCovr	PopCovr	AgeCovr	EU	OECD	Year_cat	Welfaredefn_new	Equivsc_new	AgeCovr_new	AreaCovr_new	PopCovr_new	IncSharU_new	UofAnala_new	Exchangerate	Mean_usd	Median_usd
Argentina	ARG	AR	1988	31.72913	Upper middle income			44	SEDLAC.2012	1.7999999523	3.0999999046	4.1999998093	5.3000001907	6.5	7.8000001907	9.6000003815	12.1999998093	16.5	32.9000015259	4.8999998569	9.5	14.3000001907	21.8000001907	49.4000015259			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	Greater Buenos Aires	All	All	Non-EU	Non-OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1989	32.187173	Upper middle income	41748		47.6	Psacharopoulos et al. 1997	1.4	2.7	3.8	4.8	6	7.3	9.3	12	16.7	35.9	4.1	8.6	13.3	21.3	52.6				Average	Encuesta Permanente de Hogares	Americas	Australes	Month	Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1980-1989	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.0423339608		
Argentina	ARG	AR	1990	32.642442	Upper middle income			43.1	Cerisola et al 2000	2.2999999523	3.4000000954	4	5.0999999046	6.3000001907	7.6999998093	9.1000003815	11.3999996185	15.5	35.2999992371	5.7000000477	9.0999999046	14	20.5	50.7999992371				Low	FIDE 1998	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1991	33.093579	Upper middle income			44.1	Cerisola et al 2000	2.4000000954	3.2999999523	3.9000000954	5	6.1999998093	7.1999998093	8.8999996185	11.5	15.3000001907	36.2999992371	5.7000000477	8.9000000954	13.3999996185	20.3999996185	51.5999994278				Low	FIDE 1998	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1991	33.093579	Upper middle income			44	SEDLAC.2012	2.0999999046	3.4000000954	4.4000000954	5.3000001907	6.1999998093	7.5	9.1000003815	11.3000001907	15.8000001907	34.9000015259	5.5	9.7000002861	13.6999998093	20.4000005722	50.7000017166			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	Greater Buenos Aires	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1992	33.540023	Upper middle income			42	SEDLAC.2012	2	3.4000000954	4.3000001907	5.3000001907	6.5	7.9000000954	9.5	12	16.3999996185	32.7000007629	5.4000000954	9.6000003815	14.4000000954	21.5	49.1000003815			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	Greater Buenos Aires	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1992	33.540023	Upper middle income			43	SEDLAC.2012	2.0999999046	3.5	4.4000000954	5.4000000954	6.5999999046	7.9000000954	9.5	12	16.3999996185	32.2999992371	5.5999999046	9.8000001907	14.5	21.5	48.6999988556			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1992	33.540023	Upper middle income			43.6	Cerisola et al 2000	2.2000000477	2.7000000477	4.0999999046	5.1999998093	6.5	7.6999998093	9.3000001907	11.8000001907	16.1000003815	34.4000015259	4.9000000954	9.2999997139	14.1999998093	21.1000003815	50.5000019073				Low	FIDE 1998	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1993	33.982035	Upper middle income	320			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9989458333	320.337677002	
Argentina	ARG	AR	1993	33.982035	Upper middle income			42	SEDLAC.2012	1.8999999762	3.2999999523	4.4000000954	5.5	6.6999998093	8.1000003815	9.6999998093	12.3000001907	16.2999992371	31.7999992371	5.1999999285	9.9000000954	14.8000001907	22	48.0999984741			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1994	34.420352	Upper middle income			43	SEDLAC.2012	2	3.2999999523	4.3000001907	5.4000000954	6.5	7.9000000954	9.6000003815	12	16.2000007629	32.7999992371	5.2999999523	9.7000002861	14.4000000954	21.6000003815	49			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1994	34.420352	Upper middle income	328			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9990083333	328.325592041	
Argentina	ARG	AR	1994	34.420352	Upper middle income			43.8	Cerisola et al 2000	1.8999999762	2.9000000954	4.1999998093	5.3000001907	6.3000001907	7.6999998093	9.3000001907	11.8000001907	15.8999996185	34.7999992371	4.8000000715	9.5	14	21.1000003815	50.6999988556				Low	FIDE 1998	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1995	34.85516	Upper middle income			46	SEDLAC.2012	1.6000000238	3	4.0999999046	5.0999999046	6.1999998093	7.5	9.1000003815	11.6000003815	16.3999996185	35.2999992371	4.6000000238	9.1999998093	13.6999998093	20.7000007629	51.6999988556			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1995	34.85516	Upper middle income	318			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.99975	318.0795288086	
Argentina	ARG	AR	1995	34.85516	Upper middle income			46.3	Cerisola et al 2000	1.7000000477	2.7000000477	3.9000000954	4.9000000954	6.0999999046	7.4000000954	9	11.3000001907	15.3999996185	37.2999992371	4.4000000954	8.8000001907	13.5	20.3000001907	52.6999988556				Low	FIDE 1998	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1996	35.287113	Upper middle income			46	SEDLAC.2012	1.6000000238	2.9000000954	3.9000000954	5	6.0999999046	7.5	9.3000001907	11.8999996185	16.7000007629	35	4.5000001192	8.9000000954	13.5999999046	21.1999998093	51.7000007629			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1996	35.287113	Upper middle income	312			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9996625	312.1053466797	
Argentina	ARG	AR	1996	35.287113	Upper middle income			45.8	Cerisola et al 2000	1.6000000238	2.7000000477	3.9000000954	5	6.1999998093	7.5	9.1000003815	11.6000003815	16	36.2999992371	4.3000000715	8.9000000954	13.6999998093	20.7000007629	52.2999992371				Low	FIDE 1998	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1996	35.287113	Upper middle income			47.7	Szekely 2003																			Average	Encuesta Permanente de Hogares	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Urban	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1997	35.714929	Upper middle income			44.8	Cerisola et al 2000	1.6000000238	2.7999999523	4	5.1999998093	6.3000001907	7.6999998093	9.3999996185	11.6999998093	15.8999996185	35.2999992371	4.3999999762	9.1999998093	14	21.0999994278	51.1999988556				Low	FIDE 1998	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1997	35.714929	Upper middle income	329			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9995	329.1645812988	
Argentina	ARG	AR	1997	35.714929	Upper middle income			46	SEDLAC.2012	1.6000000238	2.9000000954	3.9000000954	5	6.1999998093	7.5999999046	9.3999996185	12	16.8999996185	34.5	4.5000001192	8.9000000954	13.7999997139	21.3999996185	51.3999996185			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1998	36.134642	Upper middle income			48	SEDLAC.2012	1.5	2.7000000477	3.7000000477	4.8000001907	5.9000000954	7.3000001907	9.1000003815	11.8999996185	16.7000007629	36.2000007629	4.2000000477	8.5000002384	13.2000002861	21	52.9000015259			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	28 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1998	36.134642	Upper middle income	350			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9995	350.1750793457	
Argentina	ARG	AR	1998	36.134642	Upper middle income			49.4	Szekely 2003																			Average	Encuesta Permanente de Hogares	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Urban	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1998	36.134642	Upper middle income			48	SEDLAC.2012	1.5	2.7000000477	3.7000000477	4.8000001907	5.9000000954	7.3000001907	9.1000003815	11.8999996185	16.8999996185	36.2000007629	4.2000000477	8.5000002384	13.2000002861	21	53.1000003815			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	15 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1998	36.134642	Upper middle income	323			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	28 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9995	323.1615905762	
Argentina	ARG	AR	1998	36.134642	Upper middle income			46.7	Cerisola et al 2000	1.5	2.7000000477	3.5999999046	5	6.0999999046	7.5	9	11.3999996185	16.1000003815	36.9000015259	4.2000000477	8.5999999046	13.5999999046	20.3999996185	53.0000019073				Low	FIDE 1998	Americas			Monetary Income. Disposable	Household	Person	Household per capita	Metro	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person			
Argentina	ARG	AR	1999	36.541029	Upper middle income			47	SEDLAC.2012	1.5	2.7999999523	3.9000000954	4.9000000954	6.0999999046	7.5	9.3000001907	12	16.7999992371	35.2999992371	4.2999999523	8.8000001907	13.5999999046	21.3000001907	52.0999984741			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	28 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	1999	36.541029	Upper middle income	302			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	28 main cities	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9995	302.1510620117	
Argentina	ARG	AR	2000	36.930709	Upper middle income	293			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	28 main cities	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9995	293.1465759277	
Argentina	ARG	AR	2000	36.930709	Upper middle income			48	SEDLAC.2012	1.2999999523	2.5999999046	3.5999999046	4.6999998093	5.9000000954	7.4000000954	9.1999998093	12.1000003815	17.1000003815	36.0999984741	3.8999998569	8.2999997139	13.3000001907	21.3000001907	53.1999988556			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	28 main cities	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2001	37.302116	Upper middle income	267			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	28 main cities	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	0.9995	267.1335754395	
Argentina	ARG	AR	2001	37.302116	Upper middle income			50	SEDLAC.2012	1.1000000238	2.4000000954	3.4000000954	4.5	5.6999998093	7.1999998093	9.1000003815	11.8999996185	17.1000003815	37.5999984741	3.5000001192	7.9000000954	12.8999996185	21	54.6999988556			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	28 main cities	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2002	37.65734	Upper middle income			51	SEDLAC.2012	1.2000000477	2.2000000477	3.2999999523	4.4000000954	5.6999998093	7.0999999046	8.8000001907	11.5	16.8999996185	39	3.4000000954	7.7000000477	12.7999997139	20.3000001907	55.8999996185			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	28 main cities	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2002	37.65734	Upper middle income	260			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	28 main cities	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	3.0632566667	84.876991272	
Argentina	ARG	AR	2003	38.001251	Upper middle income	277			SEDLAC.2012																		New 2013	Average		Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	28 main cities	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	2.9006291667	95.4965209961	
Argentina	ARG	AR	2003	38.001251	Upper middle income			50	SEDLAC.2012	1.2000000477	2.4000000954	3.4000000954	4.5	5.6999998093	7.0999999046	9.1000003815	11.8999996185	16.8999996185	37.9000015259	3.6000001431	7.9000000954	12.7999997139	21	54.8000011444			New 2013	High	includes observations with imputed income	Americas			Income.Disposable	Household	Person	Household eq. ..	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2003	38.001251	Upper middle income			52	SEDLAC.2012	1.2000000477	2.2999999523	3.2999999523	4.4000000954	5.5	6.9000000954	8.6999998093	11.6000003815	16.5	39.7000007629	3.5	7.7000000477	12.4000000954	20.3000001907	56.2000007629			New 2013	High	Using former EPH weights	Americas			Income.Disposable	Household	Person	Household eq. ..	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2003	38.001251	Upper middle income			51	SEDLAC.2012	1.2999999523	2.4000000954	3.2999999523	4.3000001907	5.5	7	8.8999996185	11.8000001907	17	38.2999992371	3.7000000477	7.6000001431	12.5	20.6999998093	55.2999992371			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	28 main cities	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2003	38.001251	Upper middle income	325			SEDLAC.2012																		New 2013	Average	second half of year	Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	2.9006291667	112.0446548462	
Argentina	ARG	AR	2003	38.001251	Upper middle income			51	SEDLAC.2012	1.2000000477	2.2999999523	3.4000000954	4.4000000954	5.5999999046	7	9	11.8000001907	16.8999996185	38.2999992371	3.5	7.8000001907	12.5999999046	20.8000001907	55.1999988556			New 2013	High	Using weights that take income non repsonse into account	Americas			Income.Disposable	Household	Person	Household eq. ..	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2004	38.340778	Upper middle income	386			SEDLAC.2012																		New 2013	Average	second half of year	Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	2.9233008189	132.0425109863	
Argentina	ARG	AR	2004	38.340778	Upper middle income			47	SEDLAC.2012	1.2999999523	2.5999999046	3.7000000477	4.8000001907	6.0999999046	7.5999999046	9.5	12.3000001907	17.2000007629	34.9000015259	3.8999998569	8.5000002384	13.6999998093	21.8000001907	52.1000022888			New 2013	High	second half of year	Americas			Income.Disposable	Household	Person	Household eq. ..	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2004	38.340778	Upper middle income	345			SEDLAC.2012																		New 2013	Average	first half of year	Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	2.9233008189	118.0172729492	
Argentina	ARG	AR	2004	38.340778	Upper middle income			48	SEDLAC.2012	1.2999999523	2.5999999046	3.5999999046	4.6999998093	5.9000000954	7.3000001907	9.3000001907	12.1000003815	16.7999992371	36.4000015259	3.8999998569	8.2999997139	13.2000002861	21.4000005722	53.2000007629			New 2013	High	first half of year	Americas			Income.Disposable	Household	Person	Household eq. ..	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2005	38.681174	Upper middle income			47	SEDLAC.2012	1.3999999762	2.7000000477	3.7999999523	4.9000000954	6.1999998093	7.5999999046	9.6000003815	12.1999998093	16.7999992371	34.7999992371	4.1000000238	8.7000000477	13.7999997139	21.8000001907	51.5999984741			New 2013	High	first half of year	Americas			Income.Disposable	Household	Person	Household eq. ..	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2005	38.681174	Upper middle income	481			SEDLAC.2012																		New 2013	Average	second half of year	Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	2.9036575	165.6531524658	
Argentina	ARG	AR	2005	38.681174	Upper middle income			47	SEDLAC.2012	1.3999999762	2.7000000477	3.7999999523	4.9000000954	6.1999998093	7.6999998093	9.6000003815	12.1999998093	16.7000007629	34.7000007629	4.1000000238	8.7000000477	13.8999996185	21.8000001907	51.4000015259			New 2013	High	second half of year	Americas			Income.Disposable	Household	Person	Household eq. ..	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
Argentina	ARG	AR	2005	38.681174	Upper middle income	415			SEDLAC.2012																		New 2013	Average	first half of year	Americas	LCU	Year	Income.Disposable	Household	Person	Household per capita	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Per Capita	All	Other	All	Household	Person	2.9036575	142.9231872559	
Argentina	ARG	AR	2006	39.02385	Upper middle income			46	SEDLAC.2012	1.3999999762	2.7000000477	3.9000000954	5.0999999046	6.4000000954	7.9000000954	9.8000001907	12.5	17.1000003815	33.4000015259	4.1000000238	9	14.3000001907	22.3000001907	50.5000019073			New 2013	High	first half of year	Americas			Income.Disposable	Household	Person	Household eq. ..	EPHC	All	All	Non-EU	Non-OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	Other	All	Household	Person			
